School Number,School Code,Name,District,ENG,NEP,MATH,SCI,SOC,HPE,TAP,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT,SEM
792,11003,MAHENDRODAYA MA VI SALYAN,SOLUKHUMBU,32,41.4,42.5,32,40.5,33.5,59,58,0,2,40,10,52,6,89.7,35.18
793,11004,BIRENDRA JYOTI MA VI SOTANG,SOLUKHUMBU,21.1,31.9,29.1,26.6,29.9,26.6,79,54,0,2,50,1,53,1,98.1,42.54
794,11005,HIMAL DARSAN MA VI NECHA,SOLUKHUMBU,19.5,42,35.4,30.6,31.8,42.9,87,75,0,11,23,0,34,41,45.3,8.86
795,11006,KHUMJUNG MA VI KHUMJUNG,SOLUKHUMBU,50,61.3,47.6,34.7,49.1,53.1,27,27,0,16,11,0,27,0,100,50.42
796,11007,HIMGANGA MA VI CHAUNLAKHARKA,SOLUKHUMBU,33.4,51.7,44.9,22.8,45,42.1,21,21,0,2,14,0,16,5,76.2,28.02
797,11008,JUNBESHI MA VI JUNBESHI,SOLUKHUMBU,31.4,51.9,34.2,31.3,36.2,46.2,15,15,0,0,11,0,11,4,73.3,24.79
798,11009,CHANGESTHAN MA VI KERUNG,SOLUKHUMBU,30.6,44.5,43.9,36.1,47.6,31.6,35,35,0,0,31,2,33,2,94.3,38.69
799,11010,JANAKALYAN MA VI JUBU KHARKA,SOLUKHUMBU,30,53.9,41.3,29,42.8,42.8,22,21,0,4,11,1,16,5,76.2,28.69
800,11011,HIMALAYA MA VI BASAKHASTAP,SOLUKHUMBU,30.3,47,42.8,29.5,43.7,36.3,21,21,0,0,14,4,18,3,85.7,31.19
801,11012,KHARI KHOLA MA VI JUBHING,SOLUKHUMBU,28.6,49.1,31.2,24,32.1,46.6,37,37,0,1,19,0,20,17,54.1,12.53
802,11013,MAHENDRA JYOTI MA VI CHAURIKHARKA,SOLUKHUMBU,28.2,43.2,39.2,23,34.1,38.1,25,19,0,6,13,0,19,0,100,46.81
803,11014,BIRENDRODAYA MA VI BHUMESTHAN MUKLI,SOLUKHUMBU,26.3,44,50.3,45.3,35.6,44.8,16,16,0,5,5,0,10,6,62.5,21.4
804,11015,SINGHKALI MA VI TINGLA,SOLUKHUMBU,25.2,39.7,41.4,30.1,39.3,36.6,43,43,0,1,18,8,27,16,62.8,16.48
805,11016,KALIKA DEVI MA VI PANCHAN LOSKU,SOLUKHUMBU,21.5,49.2,42.3,35.9,36.1,48.6,15,15,0,0,8,0,8,7,53.3,11.29
806,11017,JANATA MA VI LOKHIM,SOLUKHUMBU,23.4,54.2,46.3,26,42.2,39.8,9,9,0,0,3,1,4,5,44.4,3.97
807,11018,DEUSA MA VI DEUSA,SOLUKHUMBU,23.9,38,32,40,35.7,40,28,28,0,0,11,3,14,14,50,8.12
808,11019,SAGARMATHA MA VI BAKU,SOLUKHUMBU,33.9,45.2,39.8,27.2,40.5,30.5,11,11,0,0,5,4,9,2,81.8,26.5
809,11020,SAGARMATHA MA VI BUNG,SOLUKHUMBU,28.4,44.8,38.9,37.9,43.8,34.4,13,13,0,0,10,1,11,2,84.6,31.53
810,11021,B P SANSKRIT MA VI SALYAN SOLUKHUMBU,SOLUKHUMBU,29.6,36.7,39.4,23.1,37.9,49.8,18,18,0,0,8,2,10,8,55.6,11.64
811,11022,JANAPRIYA MA VI TAPTING,SOLUKHUMBU,18.9,26.6,22.1,20.5,28.9,19.9,16,9,0,0,9,0,9,0,100,42.67
812,11023,JIVANJYOTI MA VI KANGEL,SOLUKHUMBU,20.7,39.3,31.1,33.3,35.1,40.8,47,47,0,6,8,4,18,29,38.3,2.42
813,11024,CHHESKAM MA VI CHHESKAM,SOLUKHUMBU,32.9,43.7,38.5,37.9,43.2,36,10,10,0,1,6,1,8,2,80,29.36
814,11025,KANKU MA VI BHEDACHAUR,SOLUKHUMBU,28.5,51.9,37.9,24.9,46,33.7,15,15,0,0,7,2,9,6,60,14.34
815,11026,GUDEL MA VI GUDEL,SOLUKHUMBU,30.2,48.3,44.8,35.9,42.2,43.9,13,13,0,1,9,2,12,1,92.3,36.85
816,11027,KEDAR MA VI NECHA BETGHARI,SOLUKHUMBU,28,51.2,49.1,40.6,39.7,50.7,45,45,0,11,24,0,35,10,77.8,31.41
817,11029,GANESTHAN MA VI NECHA BATASE  GAIREE,SOLUKHUMBU,24.6,50.9,45.4,38.8,37.3,49.3,14,14,0,1,10,0,11,3,78.6,29.19
818,11030,TAKSINDU MA VI NUNTHALA,SOLUKHUMBU,29.8,45.7,23.6,24.7,26.8,41.9,17,17,0,1,3,0,4,13,23.5,-8.06
819,11031,BASA KHALI MA VI BASA,SOLUKHUMBU,38.9,44,38.1,27.9,35.9,30.9,16,15,0,0,11,2,13,2,86.7,32.34
820,11032,HIMALAYA MA VI JUBU LUHARE,SOLUKHUMBU,22.6,43.9,34.5,26.2,37,36.8,21,20,0,0,9,1,10,10,50,8.59
821,11033,BUDDHA MA VI GOLI,SOLUKHUMBU,24.1,48.1,36.9,22.1,39.5,36.9,37,35,0,1,17,1,19,16,54.3,12.36
822,11034,WHITE HILLS ENGLISH SECONDARY BOARDING SCHOOL SALLERI,SOLUKHUMBU,50.6,56.8,62,33,48.6,55.4,5,5,0,5,0,0,5,0,100,55.1
823,11035,SHREE MOUNT EVEREST ENGLISH SECONDARY SCHOOL SALLERI,SOLUKHUMBU,55.8,63.4,64.8,38,49.4,56.4,5,5,0,4,0,0,4,1,80,39.1
824,12000,PRIVATE DIKTEL,KHOTANG,25.3,42.3,34.1,37.6,37.3,52.4,7,7,0,0,4,1,5,2,71.4,21.8
825,12001,CHAMPAWATI MA VI BUIPA,KHOTANG,28,37.3,43.6,46.5,26,38.2,99,99,0,4,34,1,39,60,39.4,3.87
826,12002,SHARADA MA VI KHARPA,KHOTANG,31.4,44.6,44.1,41.5,47.7,42.9,51,51,0,4,37,0,41,10,80.4,31.22
827,12003,SARASWATI MA VI DIKTEL,KHOTANG,30.4,40.2,35.6,28.5,38.4,46.3,253,252,1,23,115,22,161,90,63.9,23.33
828,12004,TRIBHUVAN MA VI AINSELUKHARKA,KHOTANG,28.6,45.3,33.7,33.5,52,42.9,70,70,0,7,34,1,42,28,60,17.93
829,12005,PRITHVI MA VI BAKSILA,KHOTANG,24,36.1,38.6,31.1,33.4,40.3,158,157,0,8,54,20,82,75,52.2,12.5
830,12006,DURCHHIM MA VI DURCHHIMDANDA,KHOTANG,37.3,46.2,54.3,47.8,40,46.1,36,36,0,9,27,0,36,0,100,46.31
831,12007,DEURALI MA VI DUMREKOT,KHOTANG,31,43.4,57.8,42.6,43.2,45.6,46,46,0,10,32,0,42,4,91.3,40.22
832,12008,KALIKA BALBIKASH MA VI RAKHA,KHOTANG,33.5,47.7,37.6,34.3,49,44.6,41,41,0,10,18,0,28,13,68.3,24.93
833,12009,BIDDHYODAYA MA VI DORPA OKHARBOTE,KHOTANG,27.4,49.5,34.1,27.6,38,36.4,62,62,0,0,32,16,48,14,77.4,25.64
834,12010,SHREE KRISHNA MA VI TEMMA,KHOTANG,30.8,37.9,39,34.6,24.6,37.8,60,60,0,1,18,3,22,38,36.7,0.56
835,12011,BHAGAWATI MA VI KHOTANG BAZAR,KHOTANG,30.6,44.7,39.7,32.4,33.5,46.5,91,91,0,5,61,7,73,18,80.2,30.73
836,12012,CHISAPANI MA VI CHISAPANI,KHOTANG,29.6,39.7,51.3,30.3,37.9,44.3,108,108,0,9,78,3,90,18,83.3,34.05
837,12013,MAHENDRODAYA MA VI CHUINCHUMBA OKHRE,KHOTANG,40,49.2,48.5,38.6,46.7,45,60,60,0,9,47,1,57,3,95,41.96
838,12014,SIMPANI MA VI SIMPANI,KHOTANG,41.6,44,37,41.3,40.4,41.6,122,122,0,4,88,10,102,20,83.6,33.28
839,12015,SAKELA MA VI RATANCHHA,KHOTANG,26.4,50,32.9,25.9,35.8,38.4,75,75,0,0,43,11,54,21,72,23.44
840,12016,SARASWATI MA VI MATTIM BIRTA,KHOTANG,33.1,53.2,64.9,33.8,35.5,37.7,138,138,0,25,94,4,123,15,89.1,39.74
841,12017,JANATA MA VI BHANDARIDANDA BATASE,KHOTANG,35.5,37.5,35.9,37.6,32.9,33.2,123,121,0,3,56,20,79,42,65.3,19.89
842,12018,JALAPA MA VI JALAPA,KHOTANG,28.2,37.6,25.2,33.1,33.4,43.6,47,47,0,2,15,3,20,27,42.6,4.46
843,12019,BAL KANYA MA VI PHAKTANG DHARTUNG,KHOTANG,28.6,45.4,50.1,29.7,36.3,42.7,73,73,0,6,58,2,66,7,90.4,38.15
844,12020,KUHUNDANDA MA VI KHARTAMCHHA PHEDI,KHOTANG,19.1,30.5,26.2,25.6,26.9,32.1,94,93,0,0,11,4,15,78,16.1,-12.81
845,12021,MANOKAMANA JANAKALYAN MA VI NIRMALIDANDA,KHOTANG,23.1,41.4,15.1,19,38.8,40.1,77,76,0,0,8,0,8,68,10.5,-16.45
846,12022,SHIDDHESHAWARI MA VI KHIDIM,KHOTANG,27.2,48.6,39.6,33.1,38.1,42.4,34,33,0,0,27,0,27,6,81.8,30.86
847,12023,SHANKHESWORI MA VI BARAHAPOKHARI,KHOTANG,37.3,50.2,45.4,48.7,34.9,47.5,36,36,0,4,30,0,34,2,94.4,40.82
848,12024,MAKPA MA VI MAKPA,KHOTANG,28.3,45.5,33,32.2,47.8,45.3,42,42,0,3,19,1,23,19,54.8,13.4
849,12025,KALIKA MA VI KHARMI,KHOTANG,28.2,33.2,20.8,38.2,30.5,38.4,50,48,0,0,11,1,12,36,25,-7.44
850,12026,SHARADA MA VI HAUNCHUR,KHOTANG,35.8,41.2,41.1,51.3,36.3,41,39,38,0,2,33,0,35,3,92.1,38.55
851,12027,MA VI MAJHUWA BASBOTE (LAPHYANG),KHOTANG,35,38.6,40,30.8,41.4,39,97,95,0,1,67,10,78,16,82.1,31.48
852,12028,JANATA MA VI SALLE-1 HALESI,KHOTANG,32.9,46.2,54.4,38.5,41.8,47.2,25,25,0,4,20,0,24,1,96,42.28
853,12029,SARASWATI MA VI ARKHAULE,KHOTANG,33.2,38.4,57.7,50.9,33.9,42,41,40,0,2,27,0,29,11,72.5,25.32
854,12030,BINA MA VI LIKUWA POKHARI,KHOTANG,37.8,43.2,61.7,32.8,32.8,44.6,27,27,0,1,22,0,23,4,85.2,33.48
855,12031,MOUNT EVEREST ENGLISH BOARDING SCHOOL DIKTEL-2,KHOTANG,59.8,59.4,75.3,43.5,55.6,55.7,16,16,2,13,1,0,16,0,100,56.61
856,12032,KALIKA MA VI NERPA,KHOTANG,28.3,45.5,36.7,24.8,34.7,39.3,58,58,0,0,38,4,42,16,72.4,24.24
857,12033,SHISHU MA VI RIBDUNG MAHESHWARI,KHOTANG,20.2,36,16.9,21.5,36,35,89,88,0,0,11,1,12,76,13.6,-14.24
858,12034,SAPTAKANYA MA VI CHIPRING,KHOTANG,27.1,47.2,33.6,31.6,31.7,49.2,43,43,0,0,22,4,26,17,60.5,15.62
859,12035,VISHWAJYOTI MA VI LAMIDANDA,KHOTANG,30.5,46.6,59.1,52.7,45.5,44.4,33,33,0,2,28,0,30,3,90.9,37.75
860,12036,RADHAKRISHNA MA VI CHYANDANDA,KHOTANG,23.9,42.7,18.5,17.1,39.6,41.6,30,30,0,0,2,0,2,28,6.7,-19.93
861,12037,SARASWATI MA VI DANDAKHARKA CHHITAPOKHARI,KHOTANG,27.4,41,45.5,40.2,43.4,41.6,80,79,0,9,45,2,56,23,70.9,25.5
862,12038,LAXMI MA VI BADAHARE KHOKSELI,KHOTANG,23.5,40.6,30.5,26.9,38,38.1,193,191,0,1,78,16,95,96,49.7,11.36
863,12039,SARASWATI MA VI PATHEKA,KHOTANG,25.8,32.7,20,36.4,30.3,39.7,84,84,0,1,16,4,21,63,25,-6.89
864,12040,PANCHA MA VI DIKTELBAZAR,KHOTANG,29,41.5,39.9,34,41.6,51.4,104,104,0,11,67,2,80,24,76.9,30.02
865,12041,DIKTEL ENGLISH BOARDING SCHOOL DIKTELBAZAR,KHOTANG,59.6,61.3,79.7,53.3,64.4,60.9,18,18,0,18,0,0,18,0,100,55.34
866,12042,JYOTI MA VI RAJAPANI KHAMTEL,KHOTANG,27.5,35.7,44,31.6,24.7,39.1,51,49,0,0,17,1,18,31,36.7,0.51
867,12043,SABITRA MA VI BAMRANG,KHOTANG,36.6,38.7,46,38.3,41,47.6,29,29,0,1,22,1,24,5,82.8,31.47
868,12044,MAHENDRODAYA MA VI YAMKHA,KHOTANG,28.8,41.8,42.9,35.1,30.9,45.2,28,28,0,0,18,0,18,10,64.3,18.93
869,12045,JALPA MA VI NUNTHALA,KHOTANG,34.4,43,45.5,33.8,28.4,41.7,36,36,0,1,18,0,19,17,52.8,11.66
870,12046,MAHENDRODAYA MA VI HALESI MAHADEVSTHAN,KHOTANG,37.9,43.5,59.6,36.2,39.6,44.5,68,68,0,5,59,1,65,3,95.6,41.58
871,12047,CHYASMITAR MA VI CHYASMITAR,KHOTANG,25.9,42.2,34.1,30.3,38.3,37.3,83,83,0,2,32,15,49,34,59,14.77
872,12048,KALIKA MA VI BAKACHOL,KHOTANG,23.9,38.1,26.5,23.4,36.5,38.4,60,60,0,0,15,2,17,43,28.3,-5.09
873,12049,CHAMPAWATEE MA VI BIJAYAKHARKA BASERI,KHOTANG,33.9,42.3,56.1,47.3,27.7,41.6,43,42,0,8,14,0,22,20,52.4,13.54
874,12050,SURYA MA VI RAWA SUNGDEL,KHOTANG,22.6,33.3,35.3,20.5,33.2,31.1,65,65,0,0,14,7,21,44,32.3,-3.12
875,12051,SHANTI MA VI CHHORAMBU,KHOTANG,39.1,57.8,64.3,47,48,46.9,30,30,0,15,14,0,29,1,96.7,47.07
876,12052,DHIPLUNG MA VI CHHITAPOKHARI SEMMA,KHOTANG,25.1,37.2,35.8,30.2,26.2,40.8,30,29,0,1,9,3,13,16,44.8,5.12
877,12053,SAWA KALI MA VI SAWAKATAHARE,KHOTANG,29.8,50.3,60.9,55.5,36.1,50.4,40,40,0,10,26,0,36,4,90,39.64
878,12054,LAXMI MA VI KAHULE,KHOTANG,34.4,40.8,57.5,25.6,29.8,40.2,25,25,0,2,12,1,15,10,60,16.54
879,12055,RATNA RAJYA LAXMI MA VI KUBHINDE,KHOTANG,36.3,41.5,49.9,39.6,48.8,41,35,35,0,5,27,2,34,1,97.1,42.4
880,12056,SHITALA MA VI KHALLE,KHOTANG,29.8,40.9,39.5,22.8,35,42.3,34,34,0,5,8,6,19,15,55.9,13.29
881,12057,BULAPANTHE MA VI DHITUNG-2,KHOTANG,34.3,51.3,53.7,41.6,39.6,48.6,44,44,0,13,25,0,38,6,86.4,37.83
882,13000,PRIVATE OKHALDHUNGA,OKHALDHUNGA,23.9,43.6,18.6,25.5,41.6,38.6,11,11,0,0,3,0,3,7,27.3,-4.11
883,13001,SAGARMATHA JANATA MA VI,OKHALDHUNGA,25.2,48,29.1,26.5,35.8,42.2,102,102,0,8,32,1,41,61,40.2,4.95
884,13002,BARUNESHWAR MA VI RAMPUR,OKHALDHUNGA,31.4,47.2,34.5,35.8,40.6,49.5,68,68,1,13,26,0,40,28,58.8,18.82
885,13003,RUMJATAR MA VI RUMJATAR,OKHALDHUNGA,23.9,48.3,45.4,42.9,41.5,38.8,99,98,0,7,57,1,65,33,66.3,22.42
886,13004,HIMALAYA MA VI NISANKHE,OKHALDHUNGA,41.9,45.6,37.2,34.2,49.1,33.7,61,61,0,6,42,6,54,7,88.5,36.08
887,13005,PRABUDDHA MA VI CHYANAM,OKHALDHUNGA,27.5,44,38.5,26.6,48.2,34.7,81,81,0,4,52,0,56,25,69.1,23.82
888,13006,CHANDESHWORY MA VI RAGANI,OKHALDHUNGA,39,53,51.5,29.7,37.1,50.4,54,54,0,10,35,0,45,9,83.3,34.59
889,13007,SARASWATI MA VI KHANI BHANJYANG,OKHALDHUNGA,37.5,54.8,66.2,32.1,35.9,50.6,69,69,0,20,38,1,59,10,85.5,37.5
890,13008,GYAN PRAKASH MA VI GHORAKHORI,OKHALDHUNGA,35.9,45,52.2,25,38.1,40,121,121,0,15,57,6,78,43,64.5,21.83
891,13009,MAMKHA MA VI MAMKHA,OKHALDHUNGA,21.7,53.2,42.3,40.5,42.5,40,31,31,0,4,12,0,16,15,51.6,12.04
892,13010,GRAMODAYA MA VI GAMNANG,OKHALDHUNGA,36.7,48.2,58.6,47.2,47.7,52.8,41,41,0,13,27,0,40,1,97.6,45.6
893,13011,BHAGAVATI MA VI MANE BHANJYANG,OKHALDHUNGA,28.3,44,41.3,24.5,24.5,47.7,59,58,0,5,16,0,21,37,36.2,1.62
894,13012,RAJYA LAXMI MA VI UNBU,OKHALDHUNGA,23.1,37.8,41.9,39.4,22.9,29.3,95,95,0,3,20,3,26,68,27.4,-4.4
895,13013,PUNNYAMATA MA VI BETINEE,OKHALDHUNGA,26.7,52.7,34.4,30.8,36.7,48.3,46,46,0,0,30,1,31,15,67.4,21.13
896,13014,KALIKA MA VI SISNERI BHANJYANG,OKHALDHUNGA,29.7,48.2,40.8,37.9,53.6,36.1,58,58,0,8,38,2,48,10,82.8,33.32
897,13015,GOLMA DEVI MA VI PALAPU,OKHALDHUNGA,38.2,47.3,56,23.2,39.6,40.9,34,34,0,3,21,0,24,10,70.6,24.4
898,13016,HIM GANGA MA VI RAWADOLU,OKHALDHUNGA,37.4,49.8,53.9,28.1,36,50.1,51,51,0,2,45,0,47,4,92.2,38.67
899,13017,HARKAPUR MA VI HARKAPUR,OKHALDHUNGA,30.1,43.1,44.5,23.6,22.5,47.7,103,103,0,2,20,0,22,81,21.4,-8.38
900,13018,BIGUTAR MA VI BIGUTAR,OKHALDHUNGA,26.3,51.1,27.9,29,34.9,44.9,87,87,0,3,39,2,44,43,50.6,10.97
901,13019,NARAYANSTHAN MA VI ASINE,OKHALDHUNGA,16.6,43.1,35,38.3,36.8,35,69,68,0,3,12,0,15,53,22.1,-8.27
902,13020,KALIKA MA VI MOLIDANDA,OKHALDHUNGA,49,47,41.6,37,52.5,37.1,22,22,0,6,14,0,20,2,90.9,40.19
903,13021,KUNTA MA VI JYAMIRE,OKHALDHUNGA,27.1,46.9,23.3,26.3,30.5,43.6,42,41,0,0,15,0,15,26,36.6,0.48
904,13022,JALPA MA VI TARKERABARI,OKHALDHUNGA,33.5,46.3,60.2,47.9,44.8,51.9,26,25,0,9,16,0,25,0,100,47.48
905,13023,SHIVADUTI MA VI PRAPCHA,OKHALDHUNGA,29.4,45.8,35.7,38.2,40.1,51.1,49,49,0,6,26,2,34,15,69.4,23.86
906,13024,JALPA MA VI KALIMATI,OKHALDHUNGA,31.5,48.2,57.3,28.5,46.9,39,44,44,0,6,29,4,39,5,88.6,36.39
907,13025,JANA JEEVAN MA VI WACHPOO POKALI,OKHALDHUNGA,31.8,46.4,62.9,47.9,44.4,52.6,27,27,0,9,17,0,26,1,96.3,44.68
908,13026,PHULMATI MA VI KHIJEE PHALATE,OKHALDHUNGA,41.2,47.7,58,23.5,35.5,49.5,23,23,0,3,15,0,18,5,78.3,29.89
909,13027,GANESH MA VI DHUSKE,OKHALDHUNGA,34,48.5,37.7,39.4,45.4,53,42,42,0,5,27,0,32,10,76.2,28.72
910,13028,KATUNJE MA VI KATUNJE,OKHALDHUNGA,42.3,53.4,54.2,41.7,59.2,39.6,27,27,0,13,11,0,24,3,88.9,41.53
911,13029,BHIMSENSTHAN MA VI KETTUKE,OKHALDHUNGA,32,45,47.4,20.4,24.1,46.4,28,28,0,0,4,0,4,24,14.3,-14.82
912,13030,SARASWOTI MA VI BUGNAM,OKHALDHUNGA,28.4,45,29.3,36.2,38.2,49.6,44,44,0,8,15,0,23,21,52.3,13.39
913,13031,YASAM MA VI YASAM,OKHALDHUNGA,35.8,48.4,60.6,45.6,44.9,50.8,36,36,0,10,26,0,36,0,100,46.66
914,13032,KUIBHIR MA VI KUIBHIRTAR,OKHALDHUNGA,39.2,53.1,64.9,34.3,47.5,40.3,32,32,0,10,20,2,32,0,100,46.34
915,13034,NABAJEEBAN MA VI PHEDIGUTH,OKHALDHUNGA,33.5,39.4,47,23.5,38.6,40.1,41,41,0,4,19,2,25,16,61,17.63
916,13035,MANAKAMANA MA VI WAKSA,OKHALDHUNGA,26.7,36.8,38.2,37.9,30.8,35.8,56,56,0,5,22,0,27,29,48.2,9.73
917,13036,SUNKOSHI MA VI BALAKHU,OKHALDHUNGA,40.3,54.2,47.8,40.7,56,39.9,29,29,0,13,16,0,29,0,100,48.66
918,13037,JIBAN PRADIP MA VI HARKAPUR,OKHALDHUNGA,35.3,53.5,38.1,39.7,43.1,52.4,28,28,0,10,12,0,22,6,78.6,33.03
919,13038,KALIKA MA VI BHALUTHUMKA,OKHALDHUNGA,31.8,41.9,44.6,19.4,30,46.2,33,33,0,0,14,0,14,19,42.4,4.26
920,13039,LALI GURANSH ENG  SCHOOL OKHALDHUNGA,OKHALDHUNGA,60.5,68.8,88.2,63.9,57.8,55.6,13,13,6,7,0,0,13,0,100,62.94
921,14000,PRIVATE UDAYPUR,UDAYAPUR,21,35,32.2,23.9,32.3,38.8,53,47,0,0,17,10,27,20,57.4,12.37
922,14001,JANATA MA VI DEURI TRIYUGA,UDAYAPUR,31.2,48.2,38.1,25.5,36.3,44.2,130,128,0,16,55,4,75,53,58.6,18.21
923,14002,PANCHABATI MA VI UDAYAPURGADHI,UDAYAPUR,35.4,52.5,51.6,35,48.2,39.8,60,59,0,15,38,2,55,4,93.2,41.86
924,14003,TRIYUGA MA VI GAIGHAT BAZAR,UDAYAPUR,27.9,42.2,29.9,27.9,37.5,37.9,148,148,0,7,54,5,66,81,44.6,8.31
925,14004,TRIVENI MA VI KATARI,UDAYAPUR,26.8,48.1,45.4,33,34.1,40.4,195,171,2,30,113,5,150,20,87.7,39.83
926,14005,JYOTI MA VI BELTAR,UDAYAPUR,24,41,35.5,27.8,33.3,38.6,236,230,0,13,63,20,96,133,41.7,7.42
927,14006,RASUWA MA VI BHUTTAR,UDAYAPUR,28.3,40.9,43.8,32.2,40.9,38.8,76,74,0,3,52,10,65,9,87.8,34.74
928,14007,JANATA MA VI HADIYA,UDAYAPUR,27.2,45.5,36.5,27.1,36.7,39.8,158,156,0,5,83,19,107,49,68.6,23.35
929,14008,NARAD ADARSHA MA VI BASAHA,UDAYAPUR,32,54.4,52.7,34.6,51.3,46.7,131,129,0,35,87,3,125,4,96.9,46
930,14009,JANATA MA VI JOGIDAHA,UDAYAPUR,25.6,42.6,37.5,27.3,33.5,37.4,92,92,0,2,44,11,57,35,62,17.55
931,14010,MAHENDRA RATNA MA VI RUPATAR,UDAYAPUR,30.5,40.8,62.3,36.8,48.5,48.5,30,30,0,6,19,0,25,5,83.3,34.32
932,14011,JANATA BELKA MA VI PURANDAHA,UDAYAPUR,29.6,44.4,57.6,30.8,36,45.6,115,107,0,24,63,4,91,16,85,36.84
933,14012,JANAPREMI MA VI RISKU,UDAYAPUR,31.8,50.3,46.3,27.1,39.7,41,119,119,1,11,67,12,91,28,76.5,29.19
934,14013,THANPOKHARI MA VI JYAMIREJHOR,UDAYAPUR,23.3,43.2,28.8,29,35.8,35,85,83,0,3,29,7,39,44,47,7.83
935,14014,JANATA MA VI JAHADA GURUNGCHAUR,UDAYAPUR,25.5,42.4,35.3,26.5,31.7,36.1,124,124,0,7,27,20,54,70,43.5,5.71
936,14015,KOSHI JANTA MA VI,UDAYAPUR,27.1,45.6,40.8,28.7,36.7,41,134,133,0,8,77,2,87,46,65.4,22.27
937,14016,AMBEBAR JANTA MA VI RAJABASH,UDAYAPUR,35.3,46,49.5,35.1,47.7,40.8,105,101,0,18,76,4,98,3,97,44.21
938,14017,JANAJYOTI MA VI CHUHADE,UDAYAPUR,30.6,44.8,42.6,33.8,39.5,35.5,100,98,2,16,41,4,63,35,64.3,22.45
939,14018,JANAMUKHI MA VI BASERI,UDAYAPUR,28.8,44.4,31.7,23.3,34.5,32.2,44,44,0,1,13,11,25,19,56.8,11.77
940,14019,MA VI BALAMTA,UDAYAPUR,38.5,44.6,50.4,35.1,44.9,38.3,45,45,0,5,35,3,43,2,95.6,41.02
941,14020,MA VI JHILKE POKHARI,UDAYAPUR,31.6,35.7,53,27.9,39.4,33.6,53,50,0,2,30,11,43,7,86,32.12
942,14021,JANATA MA VI GURASE,UDAYAPUR,25.8,45.6,28.6,19.1,32.7,29.7,130,119,0,3,35,10,48,71,40.3,3.9
943,14022,SIDDHAWATI MA VI KHABU,UDAYAPUR,29.6,41.6,43.8,34.9,36.5,39.1,80,80,0,5,44,11,60,20,75,26.44
944,14023,MA VI MUKURCHI,UDAYAPUR,33,41.1,42.6,31.3,38.8,37.4,76,76,0,10,43,9,62,14,81.6,31.87
945,14024,MA VI BHALAYADADA,UDAYAPUR,41.6,53,44.1,35.2,48,44,127,124,0,38,83,0,121,3,97.6,47.06
946,14025,PRABHAKARI MA VI POKHARE,UDAYAPUR,27.7,42.8,51,34.2,36.9,44.7,61,61,0,7,35,0,42,19,68.9,24.07
947,14026,DHUWAJAN MA VI BAHUNITAR TAWA SHREE-6,UDAYAPUR,32.5,53,46.5,29.7,44.8,41.2,49,49,0,4,36,6,46,3,93.9,38.99
948,14027,LALIGURANS SECONDARY ENGLISH BOARDING SCHOOL GAIGHAT,UDAYAPUR,64.3,56.5,89,57.6,68.7,53.1,28,28,12,16,0,0,28,0,100,62.68
949,14028,PASHUPATI MA VI AAMPTAR,UDAYAPUR,35.1,47.4,44.8,35.5,50.3,43.4,43,43,0,8,26,1,35,8,81.4,32.83
950,14029,KAKANISHWAR MA VI THANAGAUN,UDAYAPUR,30.9,38.7,45.1,35.1,47.9,44.4,56,56,0,5,40,3,48,8,85.7,34.46
951,14030,MA VI LAXMIPUR PORTAHA TRIYUGA,UDAYAPUR,28.8,38.7,44.8,29.2,37.2,42.9,69,69,0,6,31,4,41,28,59.4,16.88
952,14031,MAHENDRA DIP MA VI TAMLICHHA,UDAYAPUR,29.6,43.7,63.8,31.1,46.2,37.4,23,23,0,2,20,0,22,1,95.7,41.09
953,14032,JANATA KALIKA MA VI SORUNG CHHABISE,UDAYAPUR,29.1,48.3,53.2,41.7,58.6,46,31,31,0,12,13,2,27,4,87.1,38.52
954,14033,JANATA MA VI RASUWA LAPHAGAUN,UDAYAPUR,42,54.8,55.7,34.6,46.4,40.3,31,31,0,4,27,0,31,0,100,44.7
955,14034,MA VI CHHINDRING KHOLA BARRE,UDAYAPUR,50.3,58.3,56.9,32.1,53.5,47,63,63,0,32,30,0,62,1,98.4,48.98
956,14035,RASTRIYA MA VI BAGAHA,UDAYAPUR,26.9,45.9,31.7,23.6,37.2,41.5,107,107,0,8,34,4,46,61,43,6.58
957,14036,SARASWATI MA VI SAWA SIDDHIPUR,UDAYAPUR,22.2,49.1,31.6,28.2,39.7,44.6,22,22,0,1,11,1,13,9,59.1,15.38
958,14037,MA VI MAYANKHU,UDAYAPUR,26.2,51.8,42.8,32.6,40.1,46.1,21,21,0,1,13,3,17,4,81,29.09
959,14038,RAM JANAKI MA VI MOTIGADA TRIYUGA,UDAYAPUR,29.6,45.5,46.6,39.3,40.1,38.5,56,53,0,9,32,4,45,8,84.9,34.62
960,14039,MAHENDRA MA VI SIRWANI BARAHA,UDAYAPUR,38.4,53.9,57.9,43.4,47.1,43.1,17,17,0,6,10,1,17,0,100,46.6
961,14040,MA VI AAMASAL,UDAYAPUR,30.7,48.9,51,30.7,51.1,42,88,88,0,16,61,4,81,6,92,40.87
962,14041,MA VI RASUWA JANTE,UDAYAPUR,39.3,56.5,60.1,31.5,37.8,40.8,30,30,0,4,24,0,28,2,93.3,40.24
